filename,score,kept
hdr_00822.exr,0.946969,0
hdr_00823.exr,0.896375,1
hdr_00824.exr,0.986996,0
hdr_00825.exr,0.948679,0
hdr_00826.exr,0.887921,1
hdr_00827.exr,0.977753,0
hdr_00828.exr,0.927236,0
hdr_00829.exr,0.856965,1
hdr_00830.exr,0.971098,0
hdr_00831.exr,0.906409,1
hdr_00832.exr,0.970621,0
hdr_00833.exr,0.889224,1
hdr_00834.exr,0.970522,0
hdr_00835.exr,0.892402,1
hdr_00836.exr,0.962532,0
hdr_00837.exr,0.882267,1
hdr_00838.exr,0.963161,0
hdr_00839.exr,0.888109,1
hdr_00840.exr,0.967996,0
hdr_00841.exr,0.905701,1
hdr_00842.exr,0.966021,0
hdr_00843.exr,0.891214,1
hdr_00844.exr,0.960822,0
hdr_00845.exr,0.885172,1
hdr_00846.exr,0.945988,0
hdr_00847.exr,0.841266,1
hdr_00848.exr,0.941323,0
hdr_00849.exr,0.828713,1
hdr_00850.exr,0.946848,0
hdr_00851.exr,0.837086,1
hdr_00852.exr,0.932235,0
hdr_00853.exr,0.806642,1
hdr_00854.exr,0.939012,0
hdr_00855.exr,0.787273,1
hdr_00856.exr,0.924005,0
hdr_00857.exr,0.795559,1
hdr_00858.exr,0.942844,0
hdr_00859.exr,0.830262,1
hdr_00860.exr,0.943703,0
hdr_00861.exr,0.840762,1
hdr_00862.exr,0.951185,0
hdr_00863.exr,0.846705,1
hdr_00864.exr,0.949838,0
hdr_00865.exr,0.851523,1
hdr_00866.exr,0.958607,0
hdr_00867.exr,0.870223,1
hdr_00868.exr,0.947646,0
hdr_00869.exr,0.844544,1
hdr_00870.exr,0.948677,0
hdr_00871.exr,0.857278,1
hdr_00872.exr,0.948865,0
hdr_00873.exr,0.845094,1
hdr_00874.exr,0.958314,0
hdr_00875.exr,0.875878,1
hdr_00876.exr,0.966472,0
hdr_00877.exr,0.886018,1
hdr_00878.exr,0.970606,0
hdr_00879.exr,0.898791,1
hdr_00880.exr,0.971269,0
hdr_00881.exr,0.897514,1
hdr_00882.exr,0.969941,0
hdr_00883.exr,0.909480,1
hdr_00884.exr,0.976137,0
hdr_00885.exr,0.918742,1
hdr_00886.exr,0.979851,0
hdr_00887.exr,0.927896,0
hdr_00888.exr,0.848088,1
hdr_00889.exr,0.978859,0
hdr_00890.exr,0.921517,0
hdr_00891.exr,0.852840,1
hdr_00892.exr,0.978880,0
hdr_00893.exr,0.921453,0
hdr_00894.exr,0.840192,1
hdr_00895.exr,0.972771,0
hdr_00896.exr,0.902726,1
hdr_00897.exr,0.961449,0
hdr_00898.exr,0.863793,1
hdr_00899.exr,0.960816,0
hdr_00900.exr,0.872367,1
hdr_00901.exr,0.959592,0
hdr_00902.exr,0.857639,1
hdr_00903.exr,0.956251,0
hdr_00904.exr,0.855452,1
hdr_00905.exr,0.951836,0
hdr_00906.exr,0.820167,1
hdr_00907.exr,0.950260,0
hdr_00908.exr,0.839023,1
hdr_00909.exr,0.946315,0
hdr_00910.exr,0.841573,1
hdr_00911.exr,0.960413,0
hdr_00912.exr,0.865897,1
hdr_00913.exr,0.964422,0
hdr_00914.exr,0.884175,1
hdr_00915.exr,0.971689,0
hdr_00916.exr,0.905566,1
hdr_00917.exr,0.967854,0
hdr_00918.exr,0.894889,1
hdr_00919.exr,0.970204,0
hdr_00920.exr,0.902548,1
hdr_00921.exr,0.970579,0
hdr_00922.exr,0.894593,1
hdr_00923.exr,0.968080,0
hdr_00924.exr,0.895806,1
hdr_00925.exr,0.968750,0
hdr_00926.exr,0.885123,1
hdr_00927.exr,0.965257,0
hdr_00928.exr,0.879946,1
hdr_00929.exr,0.964194,0
hdr_00930.exr,0.878273,1
hdr_00931.exr,0.963688,0
hdr_00932.exr,0.877590,1
hdr_00933.exr,0.958201,0
hdr_00934.exr,0.879109,1
hdr_00935.exr,0.951416,0
hdr_00936.exr,0.867653,1
hdr_00937.exr,0.956206,0
hdr_00938.exr,0.879331,1
hdr_00939.exr,0.956573,0
hdr_00940.exr,0.884100,1
hdr_00941.exr,0.962375,0
hdr_00942.exr,0.895402,1
hdr_00943.exr,0.960539,0
hdr_00944.exr,0.882015,1
hdr_00945.exr,0.956391,0
hdr_00946.exr,0.889039,1
hdr_00947.exr,0.959519,0
hdr_00948.exr,0.883508,1
hdr_00949.exr,0.958564,0
hdr_00950.exr,0.882466,1
hdr_00951.exr,0.965930,0
hdr_00952.exr,0.908811,1
hdr_00953.exr,0.967682,0
hdr_00954.exr,0.909978,1
hdr_00955.exr,0.971182,0
hdr_00956.exr,0.920539,0
hdr_00957.exr,0.862635,1
hdr_00958.exr,0.973155,0
hdr_00959.exr,0.913234,1
hdr_00960.exr,0.971475,0
hdr_00961.exr,0.916827,1
hdr_00962.exr,0.972991,0
hdr_00963.exr,0.912665,1
hdr_00964.exr,0.961478,0
hdr_00965.exr,0.888903,1
hdr_00966.exr,0.963610,0
hdr_00967.exr,0.882173,1
hdr_00968.exr,0.961354,0
hdr_00969.exr,0.868666,1
hdr_00970.exr,0.962414,0
hdr_00971.exr,0.881034,1
hdr_00972.exr,0.961141,0
hdr_00973.exr,0.874401,1
hdr_00974.exr,0.970713,0
hdr_00975.exr,0.902592,1
hdr_00976.exr,0.973698,0
hdr_00977.exr,0.912242,1
hdr_00978.exr,0.977503,0
hdr_00979.exr,0.929807,0
hdr_00980.exr,0.871345,1
hdr_00981.exr,0.982745,0
hdr_00982.exr,0.940536,0
hdr_00983.exr,0.881448,1
hdr_00984.exr,0.979972,0
hdr_00985.exr,0.936027,0
hdr_00986.exr,0.880195,1
hdr_00987.exr,0.981050,0
hdr_00988.exr,0.936741,0
hdr_00989.exr,0.870029,1
hdr_00990.exr,0.974480,0
hdr_00991.exr,0.915662,1
hdr_00992.exr,0.963192,0
hdr_00993.exr,0.888093,1
hdr_00994.exr,0.968917,0
hdr_00995.exr,0.890363,1
hdr_00996.exr,0.973571,0
hdr_00997.exr,0.907102,1
hdr_00998.exr,0.973437,0
hdr_00999.exr,0.902565,1
hdr_01000.exr,0.962110,0
hdr_01001.exr,0.897040,1
hdr_01002.exr,0.968664,0
hdr_01003.exr,0.892451,1
hdr_01004.exr,0.960229,0
hdr_01005.exr,0.872904,1
hdr_01006.exr,0.956492,0
hdr_01007.exr,0.868088,1
hdr_01008.exr,0.938030,0
hdr_01009.exr,0.820761,1
hdr_01010.exr,0.943814,0
hdr_01011.exr,0.833217,1
hdr_01012.exr,0.945204,0
hdr_01013.exr,0.846031,1
hdr_01014.exr,0.953479,0
hdr_01015.exr,0.857115,1
hdr_01016.exr,0.941607,0
hdr_01017.exr,0.844793,1
hdr_01018.exr,0.944906,0
hdr_01019.exr,0.839178,1
hdr_01020.exr,0.936849,0
hdr_01021.exr,0.827324,1
hdr_01022.exr,0.942753,0
hdr_01023.exr,0.823358,1
hdr_01024.exr,0.925086,0
hdr_01025.exr,0.806368,1
hdr_01026.exr,0.927811,0
hdr_01027.exr,0.815903,1
hdr_01028.exr,0.941749,0
hdr_01029.exr,0.834135,1
hdr_01030.exr,0.947339,0
hdr_01031.exr,0.851704,1
hdr_01032.exr,0.954335,0
hdr_01033.exr,0.840176,1
hdr_01034.exr,0.957943,0
hdr_01035.exr,0.879156,1
hdr_01036.exr,0.938194,0
hdr_01037.exr,0.864404,1
hdr_01038.exr,0.956536,0
hdr_01039.exr,0.864602,1
hdr_01040.exr,0.954744,0
hdr_01041.exr,0.872161,1
hdr_01042.exr,0.952710,0
hdr_01043.exr,0.856590,1
hdr_01044.exr,0.957843,0
hdr_01045.exr,0.857510,1
hdr_01046.exr,0.955734,0
hdr_01047.exr,0.866367,1
hdr_01048.exr,0.960095,0
hdr_01049.exr,0.878104,1
hdr_01050.exr,0.962048,0
hdr_01051.exr,0.877481,1
hdr_01052.exr,0.966325,0
hdr_01053.exr,0.092434,1
hdr_01054.exr,0.996754,0
hdr_01055.exr,0.987899,0
hdr_01056.exr,0.974995,0
hdr_01057.exr,0.960151,0
hdr_01058.exr,0.942719,0
hdr_01059.exr,0.922474,0
hdr_01060.exr,0.899135,1
hdr_01061.exr,0.989714,0
hdr_01062.exr,0.967852,0
hdr_01063.exr,0.942466,0
hdr_01064.exr,0.923014,0
hdr_01065.exr,0.905458,1
hdr_01066.exr,0.995321,0
hdr_01067.exr,0.985812,0
hdr_01068.exr,0.973412,0
hdr_01069.exr,0.955709,0
hdr_01070.exr,0.936479,0
hdr_01071.exr,0.918277,1
hdr_01072.exr,0.995332,0
hdr_01073.exr,0.982341,0
hdr_01074.exr,0.967409,0
hdr_01075.exr,0.949850,0
hdr_01076.exr,0.931383,0
hdr_01077.exr,0.912114,1
hdr_01078.exr,0.990908,0
hdr_01079.exr,0.970455,0
hdr_01080.exr,0.948361,0
hdr_01081.exr,0.931076,0
hdr_01082.exr,0.914054,1
hdr_01083.exr,0.993259,0
hdr_01084.exr,0.977360,0
hdr_01085.exr,0.959528,0
hdr_01086.exr,0.937532,0
hdr_01087.exr,0.916131,1
hdr_01088.exr,0.991828,0
hdr_01089.exr,0.972588,0
hdr_01090.exr,0.951200,0
hdr_01091.exr,0.932833,0
hdr_01092.exr,0.912907,1
hdr_01093.exr,0.992785,0
hdr_01094.exr,0.975370,0
hdr_01095.exr,0.955225,0
hdr_01096.exr,0.929867,0
hdr_01097.exr,0.900810,1
hdr_01098.exr,0.989058,0
hdr_01099.exr,0.961432,0
hdr_01100.exr,0.925485,0
hdr_01101.exr,0.883856,1
hdr_01102.exr,0.985874,0
hdr_01103.exr,0.949448,0
hdr_01104.exr,0.907772,1
hdr_01105.exr,0.985829,0
hdr_01106.exr,0.948542,0
hdr_01107.exr,0.900090,1
hdr_01108.exr,0.970946,0
hdr_01109.exr,0.918218,1
hdr_01110.exr,0.977614,0
hdr_01111.exr,0.936203,0
hdr_01112.exr,0.887718,1
hdr_01113.exr,0.974946,0
hdr_01114.exr,0.920344,0
hdr_01115.exr,0.868457,1
hdr_01116.exr,0.970791,0
hdr_01117.exr,0.923825,0
hdr_01118.exr,0.879474,1
hdr_01119.exr,0.983370,0
hdr_01120.exr,0.944854,0
hdr_01121.exr,0.897807,1
hdr_01122.exr,0.978301,0
hdr_01123.exr,0.939525,0
hdr_01124.exr,0.892838,1
hdr_01125.exr,0.971061,0
hdr_01126.exr,0.916897,1
hdr_01127.exr,0.969581,0
hdr_01128.exr,0.915850,1
hdr_01129.exr,0.966292,0
hdr_01130.exr,0.896579,1
hdr_01131.exr,0.968409,0
hdr_01132.exr,0.909883,1
hdr_01133.exr,0.970479,0
hdr_01134.exr,0.899569,1
hdr_01135.exr,0.952867,0
hdr_01136.exr,0.866972,1
hdr_01137.exr,0.946627,0
hdr_01138.exr,0.845013,1
hdr_01139.exr,0.938851,0
hdr_01140.exr,0.829479,1
hdr_01141.exr,0.929317,0
hdr_01142.exr,0.803266,1
hdr_01143.exr,0.926360,0
hdr_01144.exr,0.829611,1
hdr_01145.exr,0.940357,0
hdr_01146.exr,0.838145,1
hdr_01147.exr,0.928766,0
hdr_01148.exr,0.824752,1
hdr_01149.exr,0.919584,1
hdr_01150.exr,0.913119,1
hdr_01151.exr,0.897515,1
hdr_01152.exr,0.888481,1
hdr_01153.exr,0.880970,1
hdr_01154.exr,0.905724,1
hdr_01155.exr,0.914210,1
hdr_01156.exr,0.908423,1
hdr_01157.exr,0.912658,1
hdr_01158.exr,0.904048,1
hdr_01159.exr,0.882694,1
hdr_01160.exr,0.891101,1
hdr_01161.exr,0.898784,1
hdr_01162.exr,0.904187,1
hdr_01163.exr,0.910224,1
hdr_01164.exr,0.923930,0
hdr_01165.exr,0.821682,1
hdr_01166.exr,0.920949,0
hdr_01167.exr,0.800513,1
hdr_01168.exr,0.924304,0
hdr_01169.exr,0.809441,1
hdr_01170.exr,0.906978,1
hdr_01171.exr,0.911316,1
hdr_01172.exr,0.915319,1
hdr_01173.exr,0.895817,1
hdr_01174.exr,0.882018,1
hdr_01175.exr,0.868163,1
hdr_01176.exr,0.889844,1
hdr_01177.exr,0.905309,1
hdr_01178.exr,0.909282,1
hdr_01179.exr,0.910323,1
hdr_01180.exr,0.912890,1
hdr_01181.exr,0.917484,1
hdr_01182.exr,0.887842,1
hdr_01183.exr,0.883943,1
hdr_01184.exr,0.887463,1
hdr_01185.exr,0.864989,1
hdr_01186.exr,0.859501,1
hdr_01187.exr,0.853519,1
hdr_01188.exr,0.843932,1
hdr_01189.exr,0.849783,1
hdr_01190.exr,0.859975,1
hdr_01191.exr,0.893260,1
hdr_01192.exr,0.907200,1
hdr_01193.exr,0.957101,0
hdr_01194.exr,0.930401,0
hdr_01195.exr,0.907278,1
hdr_01196.exr,0.963813,0
hdr_01197.exr,0.912867,1
hdr_01198.exr,0.935047,0
hdr_01199.exr,0.884820,1
hdr_01200.exr,0.929225,0
hdr_01201.exr,0.874239,1
hdr_01202.exr,0.964981,0
hdr_01203.exr,0.918364,1
hdr_01204.exr,0.959481,0
hdr_01205.exr,0.910784,1
hdr_01206.exr,0.949745,0
hdr_01207.exr,0.893490,1
hdr_01208.exr,0.940957,0
hdr_01209.exr,0.898827,1
hdr_01210.exr,0.966662,0
hdr_01211.exr,0.932894,0
hdr_01212.exr,0.908550,1
hdr_01213.exr,0.969916,0
hdr_01214.exr,0.907179,1
hdr_01215.exr,0.985475,0
hdr_01216.exr,0.969430,0
hdr_01217.exr,0.957589,0
hdr_01218.exr,0.953139,0
hdr_01219.exr,0.948958,0
hdr_01220.exr,0.944890,0
hdr_01221.exr,0.942755,0
hdr_01222.exr,0.939288,0
hdr_01223.exr,0.936993,0
hdr_01224.exr,0.935127,0
hdr_01225.exr,0.933592,0
hdr_01226.exr,0.929094,0
hdr_01227.exr,0.920794,0
hdr_01228.exr,0.912601,1
hdr_01229.exr,0.997405,0
hdr_01230.exr,0.990356,0
hdr_01231.exr,0.982831,0
hdr_01232.exr,0.977616,0
hdr_01233.exr,0.973925,0
hdr_01234.exr,0.970650,0
hdr_01235.exr,0.967830,0
hdr_01236.exr,0.964604,0
hdr_01237.exr,0.961312,0
hdr_01238.exr,0.958042,0
hdr_01239.exr,0.953841,0
hdr_01240.exr,0.950105,0
hdr_01241.exr,0.945842,0
hdr_01242.exr,0.941923,0
hdr_01243.exr,0.936192,0
hdr_01244.exr,0.927596,0
hdr_01245.exr,0.919231,1
hdr_01246.exr,0.996233,0
hdr_01247.exr,0.986027,0
hdr_01248.exr,0.972759,0
hdr_01249.exr,0.958772,0
hdr_01250.exr,0.942110,0
hdr_01251.exr,0.928479,0
hdr_01252.exr,0.916573,1
hdr_01253.exr,0.990177,0
hdr_01254.exr,0.968918,0
hdr_01255.exr,0.943849,0
hdr_01256.exr,0.922498,0
hdr_01257.exr,0.899709,1
hdr_01258.exr,0.986003,0
hdr_01259.exr,0.959079,0
hdr_01260.exr,0.929293,0
hdr_01261.exr,0.898582,1
hdr_01262.exr,0.977281,0
hdr_01263.exr,0.932404,0
hdr_01264.exr,0.897436,1
hdr_01265.exr,0.976014,0
hdr_01266.exr,0.936231,0
hdr_01267.exr,0.894633,1
hdr_01268.exr,0.975483,0
hdr_01269.exr,0.927076,0
hdr_01270.exr,0.866145,1
hdr_01271.exr,0.937797,0
hdr_01272.exr,0.843982,1
hdr_01273.exr,0.949313,0
hdr_01274.exr,0.886620,1
hdr_01275.exr,0.955623,0
hdr_01276.exr,0.891484,1
hdr_01277.exr,0.953474,0
hdr_01278.exr,0.900844,1
hdr_01279.exr,0.957621,0
hdr_01280.exr,0.904781,1
hdr_01281.exr,0.959560,0
hdr_01282.exr,0.901572,1
hdr_01283.exr,0.953312,0
hdr_01284.exr,0.897510,1
hdr_01285.exr,0.956972,0
hdr_01286.exr,0.913141,1
hdr_01287.exr,0.946249,0
hdr_01288.exr,0.914436,1
hdr_01290.exr,0.130294,1
hdr_01292.exr,0.124722,1
hdr_01293.exr,0.108575,1
hdr_01296.exr,0.069376,1
hdr_01297.exr,0.092241,1
hdr_01298.exr,0.069554,1
hdr_01299.exr,0.096982,1
hdr_01300.exr,0.321940,1
hdr_01301.exr,0.344594,1
hdr_01302.exr,0.170441,1
hdr_01303.exr,0.118015,1
hdr_01304.exr,0.140069,1
hdr_01305.exr,0.208772,1
hdr_01306.exr,0.269819,1
hdr_01307.exr,0.166082,1
hdr_01308.exr,0.364378,1
hdr_01309.exr,0.391774,1
hdr_01310.exr,0.133298,1
hdr_01312.exr,0.126318,1
hdr_01313.exr,0.105062,1
hdr_01314.exr,0.142119,1
hdr_01315.exr,0.136756,1
hdr_01316.exr,0.128248,1
hdr_01317.exr,0.130388,1
hdr_01318.exr,0.141762,1
hdr_01319.exr,0.035220,1
hdr_01321.exr,0.101353,1
hdr_01322.exr,0.106967,1
hdr_01323.exr,0.091936,1
hdr_01324.exr,0.113175,1
hdr_01325.exr,0.114516,1
hdr_01326.exr,0.086252,1
hdr_01327.exr,0.106671,1
hdr_01328.exr,0.329734,1
hdr_01329.exr,0.102129,1
hdr_01330.exr,0.084378,1
hdr_01331.exr,0.128926,1
hdr_01332.exr,0.405335,1
hdr_01334.exr,0.094466,1
hdr_01335.exr,0.229576,1
hdr_01336.exr,0.088658,1
hdr_01337.exr,0.093595,1
hdr_01339.exr,0.187558,1
hdr_01340.exr,0.164971,1
hdr_01341.exr,0.072267,1
hdr_01342.exr,0.119055,1
hdr_01343.exr,0.075200,1
hdr_01344.exr,0.076489,1
hdr_01346.exr,0.153101,1
hdr_01347.exr,0.306276,1
hdr_01348.exr,0.692367,1
hdr_01349.exr,0.143715,1
hdr_01350.exr,0.093011,1
hdr_01351.exr,0.076314,1
hdr_01352.exr,0.062298,1
hdr_01353.exr,0.208829,1
hdr_01354.exr,0.109361,1
hdr_01355.exr,0.109466,1
hdr_01356.exr,0.114888,1
hdr_01357.exr,0.132509,1
hdr_01358.exr,0.126579,1
hdr_01359.exr,0.155348,1
hdr_01360.exr,0.104796,1
hdr_01361.exr,0.152751,1
hdr_01362.exr,0.128696,1
hdr_01363.exr,0.142889,1
hdr_01364.exr,0.060137,1
hdr_01365.exr,0.152677,1
hdr_01366.exr,0.089991,1
hdr_01367.exr,0.072113,1
hdr_01368.exr,0.168469,1
hdr_01369.exr,0.134452,1
hdr_01370.exr,0.183931,1
hdr_01371.exr,0.203926,1
hdr_01372.exr,0.074961,1
hdr_01373.exr,0.052920,1
hdr_01375.exr,0.044054,1
hdr_01376.exr,0.042376,1
hdr_01377.exr,0.090297,1
hdr_01378.exr,0.089453,1
hdr_01379.exr,0.046375,1
hdr_01381.exr,0.118747,1
hdr_01382.exr,0.174062,1
hdr_01383.exr,0.069860,1
hdr_01384.exr,0.087312,1
hdr_01385.exr,0.074658,1
hdr_01387.exr,0.030249,1
hdr_01388.exr,0.034053,1
hdr_01389.exr,0.137549,1
hdr_01390.exr,0.118849,1
hdr_01391.exr,0.115217,1
hdr_01392.exr,0.144014,1
hdr_01393.exr,0.255361,1
hdr_01395.exr,0.255232,1
hdr_01396.exr,0.091024,1
hdr_01397.exr,0.581476,1
hdr_01398.exr,0.169235,1
hdr_01399.exr,0.201526,1
hdr_01400.exr,0.093715,1
hdr_01401.exr,0.160935,1
hdr_01402.exr,0.087508,1
hdr_01404.exr,0.102473,1
hdr_01405.exr,0.316499,1
hdr_01406.exr,0.131692,1
hdr_01407.exr,0.136946,1
hdr_01408.exr,0.285324,1
hdr_01409.exr,0.148286,1
hdr_01410.exr,0.078008,1
hdr_01411.exr,0.985814,0
hdr_01412.exr,0.134841,1
hdr_01413.exr,0.180419,1
hdr_01415.exr,0.168472,1
hdr_01417.exr,0.110761,1
hdr_01418.exr,0.088485,1
hdr_01419.exr,0.168943,1
hdr_01420.exr,0.138122,1
hdr_01421.exr,0.045051,1
hdr_01422.exr,0.087011,1
hdr_01423.exr,0.143056,1
hdr_01424.exr,0.057485,1
hdr_01425.exr,0.066622,1
hdr_01426.exr,0.088682,1
hdr_01427.exr,0.056233,1
hdr_01428.exr,0.138418,1
hdr_01429.exr,0.080785,1
hdr_01430.exr,0.596077,1
hdr_01431.exr,0.035243,1
hdr_01432.exr,0.056012,1
hdr_01433.exr,0.103155,1
hdr_01434.exr,0.169518,1
hdr_01435.exr,0.266436,1
hdr_01436.exr,0.275782,1
hdr_01438.exr,0.202589,1
hdr_01439.exr,0.075748,1
hdr_01440.exr,0.210437,1
hdr_01441.exr,0.109576,1
hdr_01442.exr,0.456047,1
hdr_01444.exr,0.056023,1
hdr_01446.exr,0.162014,1
hdr_01447.exr,0.074038,1
hdr_01448.exr,0.037355,1
hdr_01449.exr,0.105826,1
hdr_01450.exr,0.083366,1
hdr_01451.exr,0.080385,1
hdr_01452.exr,0.065408,1
hdr_01453.exr,0.082340,1
hdr_01454.exr,0.275033,1
hdr_01455.exr,0.147494,1
hdr_01456.exr,0.211720,1
hdr_01457.exr,0.100355,1
hdr_01458.exr,0.176730,1
hdr_01459.exr,0.267912,1
hdr_01460.exr,0.151964,1
hdr_01461.exr,0.109332,1
hdr_01462.exr,0.117851,1
hdr_01463.exr,0.115913,1
hdr_01465.exr,0.130163,1
hdr_01466.exr,0.115562,1
hdr_01467.exr,0.053697,1
hdr_01468.exr,0.070308,1
hdr_01469.exr,0.063329,1
hdr_01470.exr,0.946828,0
hdr_01471.exr,0.141943,1
hdr_01472.exr,0.191910,1
hdr_01473.exr,0.161935,1
hdr_01474.exr,0.355244,1
hdr_01475.exr,0.085944,1
hdr_01476.exr,0.085566,1
hdr_01477.exr,0.195039,1
hdr_01478.exr,0.185433,1
hdr_01479.exr,0.183802,1
hdr_01480.exr,0.076816,1
hdr_01481.exr,0.045936,1
hdr_01482.exr,0.135386,1
hdr_01484.exr,0.107432,1
hdr_01485.exr,0.098266,1
hdr_01487.exr,0.150540,1
hdr_01488.exr,0.127861,1
hdr_01489.exr,0.081987,1
hdr_01490.exr,0.164926,1
hdr_01491.exr,0.171112,1
hdr_01494.exr,0.074072,1
hdr_01495.exr,0.192874,1
hdr_01496.exr,0.101096,1
hdr_01497.exr,0.083495,1
hdr_01498.exr,0.125396,1
hdr_01499.exr,0.084055,1
hdr_01500.exr,0.369769,1
hdr_01501.exr,0.145399,1
hdr_01502.exr,0.207739,1
hdr_01503.exr,0.172699,1
hdr_01505.exr,0.090972,1
hdr_01506.exr,0.023129,1
hdr_01507.exr,0.040603,1
hdr_01509.exr,0.121842,1
hdr_01510.exr,0.101070,1
hdr_01512.exr,0.096643,1
hdr_01513.exr,0.164379,1
hdr_01514.exr,0.112357,1
hdr_01515.exr,0.216113,1
hdr_01516.exr,0.287702,1
hdr_01517.exr,0.125887,1
hdr_01518.exr,0.241718,1
hdr_01519.exr,0.181107,1
hdr_01520.exr,0.111979,1
hdr_01521.exr,0.100845,1
hdr_01522.exr,0.010205,1
hdr_01525.exr,0.114791,1
hdr_01526.exr,0.114943,1
hdr_01527.exr,0.092030,1
hdr_01528.exr,0.035507,1
hdr_01529.exr,0.071608,1
hdr_01530.exr,0.065223,1
hdr_01531.exr,0.103690,1
hdr_01532.exr,0.048598,1
hdr_01533.exr,0.056797,1
hdr_01534.exr,0.099835,1
hdr_01535.exr,0.105303,1
hdr_01536.exr,0.187081,1
hdr_01538.exr,0.247634,1
hdr_01540.exr,0.425382,1
hdr_01541.exr,0.135524,1
hdr_01542.exr,0.045278,1
hdr_01543.exr,0.231998,1
hdr_01545.exr,0.102684,1
hdr_01546.exr,0.173201,1
hdr_01547.exr,0.128439,1
hdr_01548.exr,0.049049,1
hdr_01549.exr,0.137117,1
hdr_01550.exr,0.204478,1
hdr_01551.exr,0.140432,1
hdr_01552.exr,0.141390,1
hdr_01553.exr,0.112642,1
hdr_01554.exr,0.193574,1
hdr_01555.exr,0.090904,1
hdr_01556.exr,0.112875,1
hdr_01557.exr,0.127371,1
hdr_01558.exr,0.068193,1
hdr_01559.exr,0.154001,1
hdr_01560.exr,0.138321,1
hdr_01561.exr,0.072982,1
hdr_01562.exr,0.074172,1
hdr_01563.exr,0.110485,1
hdr_01564.exr,0.096746,1
hdr_01565.exr,0.023812,1
hdr_01566.exr,0.181608,1
hdr_01567.exr,0.356825,1
hdr_01568.exr,0.239944,1
hdr_01569.exr,0.183496,1
hdr_01570.exr,0.168886,1
hdr_01572.exr,0.149519,1
hdr_01573.exr,0.172403,1
hdr_01574.exr,0.346916,1
hdr_01575.exr,0.060605,1
hdr_01576.exr,0.190332,1
hdr_01577.exr,0.117844,1
hdr_01578.exr,0.116839,1
hdr_01579.exr,0.096098,1
hdr_01580.exr,0.248331,1
hdr_01581.exr,0.201046,1
hdr_01582.exr,0.188434,1
hdr_01584.exr,0.456233,1
hdr_01585.exr,0.074927,1
hdr_01587.exr,0.201043,1
hdr_01588.exr,0.074074,1
hdr_01589.exr,0.117267,1
hdr_01590.exr,0.917038,1
hdr_01591.exr,0.232284,1
hdr_01593.exr,0.116156,1
hdr_01594.exr,0.174712,1
hdr_01596.exr,0.154111,1
hdr_01597.exr,0.143044,1
hdr_01598.exr,0.081043,1
hdr_01599.exr,0.131432,1
hdr_01600.exr,0.127105,1
hdr_01601.exr,0.157314,1
hdr_01602.exr,0.132674,1
hdr_01603.exr,0.128401,1
hdr_01604.exr,0.123567,1
hdr_01605.exr,0.056894,1
hdr_01607.exr,0.282979,1
hdr_01608.exr,0.157729,1
hdr_01609.exr,0.052653,1
hdr_01610.exr,0.116717,1
hdr_01611.exr,0.148416,1
hdr_01612.exr,0.070100,1
hdr_01614.exr,0.213676,1
hdr_01615.exr,0.145817,1
hdr_01616.exr,0.108565,1
hdr_01617.exr,0.136972,1
hdr_01619.exr,0.112275,1
hdr_01620.exr,0.191829,1
hdr_01621.exr,0.167830,1
hdr_01622.exr,0.128963,1
hdr_01623.exr,0.045819,1
hdr_01624.exr,0.158372,1
hdr_01625.exr,0.359884,1
hdr_01626.exr,0.150443,1
hdr_01627.exr,0.116853,1
hdr_01628.exr,0.086550,1
hdr_01629.exr,0.137147,1
hdr_01630.exr,0.071186,1
hdr_01631.exr,0.159531,1
hdr_01633.exr,0.196061,1
hdr_01634.exr,0.200361,1
hdr_01635.exr,0.140602,1
hdr_01636.exr,0.140111,1
hdr_01637.exr,0.101324,1
hdr_01638.exr,0.047716,1
hdr_01639.exr,0.044732,1
hdr_01640.exr,0.322854,1
hdr_01641.exr,0.148214,1
hdr_01642.exr,0.147200,1
hdr_01643.exr,0.194269,1
hdr_01644.exr,0.081463,1
hdr_01645.exr,0.157244,1
hdr_01646.exr,0.092320,1
hdr_01647.exr,0.173247,1
hdr_01648.exr,0.100414,1
hdr_01649.exr,0.413413,1
hdr_01650.exr,0.056163,1
hdr_01651.exr,0.149729,1
hdr_01652.exr,0.127167,1
hdr_01653.exr,0.147700,1
hdr_01654.exr,0.122186,1
hdr_01655.exr,0.128007,1
hdr_01656.exr,0.040347,1
hdr_01657.exr,0.042174,1
hdr_01658.exr,0.056289,1
hdr_01659.exr,0.121586,1
hdr_01660.exr,0.035223,1
hdr_01661.exr,0.094061,1
hdr_01662.exr,0.106351,1
hdr_01664.exr,0.056450,1
hdr_01665.exr,0.057163,1
hdr_01666.exr,0.082801,1
hdr_01667.exr,0.083866,1
hdr_01668.exr,0.101543,1
hdr_01669.exr,0.133047,1
hdr_01670.exr,0.107690,1
hdr_01671.exr,0.066563,1
hdr_01672.exr,0.139981,1
hdr_01673.exr,0.237917,1
hdr_01674.exr,0.245945,1
hdr_01675.exr,0.107854,1
hdr_01677.exr,0.140042,1
hdr_01678.exr,0.113608,1
hdr_01679.exr,0.128648,1
hdr_01681.exr,0.084087,1
hdr_01682.exr,0.088386,1
hdr_01684.exr,0.143024,1
hdr_01686.exr,0.188565,1
hdr_01689.exr,0.110101,1
hdr_01690.exr,0.206835,1
hdr_01691.exr,0.261590,1
hdr_01692.exr,0.900679,1
