stem,split,w,h,coco_w,coco_h,dim_match,channels,dtype,filesize_mb,vmin,vmax,mean,logmean,p0.1,p1,p5,p25,p50,p75,p95,p99,p99.9,p99.99,frac_zero,frac_neg,frac_nonfinite,frac_at_ceil,frac_ge_254,frac_lt_1,frac_lt_0p01,dr_decades,mean_R,mean_G,mean_B,min_nonzero,pop,res,whiteLuminance,LUMINANCE,FILE_NAME,source
hdr_00580,train,1920,1080,1920,1080,1,3,float32,7.34,0.0001000165939331,255.0,0.3783087432384491,0.0122980801388621,0.0001237392425537,0.0001285076141357,0.0001493692398071,0.0014533996582031,0.0108413696289062,0.0689697265625,0.68701171875,4.24609375,91.5,235.375,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.9666727752057612,0.4854026813271604,5.868913640825577,0.4646224081516266,0.3359328210353851,0.3343710601329803,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00581,train,1920,1080,1920,1080,1,3,float32,7.33,0.0001000165939331,255.0,0.377488225698471,0.012505711056292,0.0001237392425537,0.0001285076141357,0.0001494884490966,0.0014543533325195,0.0110549926757812,0.07330322265625,0.6787109375,4.0703125,94.26256250002189,236.25,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.9682925025720164,0.4822151491769547,5.881917878614211,0.4648855328559875,0.3352467119693756,0.3323327898979187,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00582,train,1920,1080,1920,1080,1,3,float32,7.33,0.0001000165939331,255.0,0.3682056963443756,0.0124802971258759,0.0001236200332641,0.0001283884048461,0.0001496076583862,0.0014381408691406,0.0111618041992187,0.075927734375,0.65087890625,3.384765625,97.125,236.75,0.0,0.0,0.0,1.6075102880658437e-07,3.215020576131688e-07,0.9717476851851852,0.4798488940329218,5.895242175691497,0.4546764492988586,0.3266403079032898,0.323299765586853,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00583,train,1920,1080,1920,1080,1,3,float32,7.34,0.0001000165939331,255.0,0.3586941361427307,0.0123867709189653,0.0001230239868164,0.0001282691955566,0.0001496076583862,0.0014104843139648,0.0112380981445312,0.078369140625,0.62353515625,2.794921875,96.6875,235.7300249999389,0.0,0.0,0.0,1.6075102880658437e-07,3.215020576131688e-07,0.974771412037037,0.4791147440843621,5.8953805340238175,0.4449184536933899,0.3177784085273742,0.3133852183818817,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00584,train,1920,1080,1920,1080,1,3,float32,7.33,0.0001000165939331,255.0,0.3589119017124176,0.012265839613974,0.0001230000257492,0.000128149986267,0.0001496076583862,0.001373291015625,0.011260986328125,0.08013916015625,0.60009765625,2.603515625,99.125,235.0,0.0,0.0,0.0,3.215020576131688e-07,1.286008230452675e-06,0.9769312628600824,0.4794126157407407,5.906277864791177,0.4463568329811096,0.318146139383316,0.3122327923774719,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00585,train,1920,1080,1920,1080,1,3,float32,7.32,0.0001000165939331,255.0,0.3741084337234497,0.0120760621502995,0.000123381614685,0.000128149986267,0.0001494884490966,0.0013341903686523,0.0110931396484375,0.07940673828125,0.59130859375,2.5859375,114.6875,235.125,0.0,0.0,0.0,3.215020576131688e-07,4.822530864197531e-07,0.9781637409979425,0.4823371592078189,5.968265636410814,0.4659254550933838,0.3325219452381134,0.3238776326179504,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00586,train,1920,1080,1920,1080,1,3,float32,7.3,0.0001000165939331,255.0,0.3980957567691803,0.0120885232463479,0.0001255273818969,0.0001285076141357,0.0001493692398071,0.0013236999511718,0.011016845703125,0.0791015625,0.58544921875,2.685546875,138.125,236.625,0.0,0.0,0.0,1.6075102880658437e-07,1.4467592592592592e-06,0.978779899691358,0.4846768904320988,6.041533820115267,0.4919339120388031,0.3562021255493164,0.3461503088474273,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00587,test,1920,1080,1920,1080,1,3,float32,7.3,0.0001000165939331,255.0,0.3975797593593597,0.0117253949865698,0.000125765800476,0.0001287460327148,0.0001494884490966,0.0012836456298828,0.0104751586914062,0.07708740234375,0.58251953125,2.6914257812495634,137.125,236.75,0.0,0.0,0.0,1.6075102880658437e-07,8.037551440329218e-07,0.9791105645576132,0.4926392103909465,6.037554081220623,0.4907721877098083,0.3571284711360931,0.3448382019996643,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00588,train,1920,1080,1920,1080,1,3,float32,7.32,0.0001000165939331,255.0,0.3925445675849914,0.0111408829689025,0.0001256465911865,0.0001287460327148,0.0001493692398071,0.0012226104736328,0.009796142578125,0.0726318359375,0.57080078125,2.669921875,134.75,237.125,0.0,0.0,0.0,1.6075102880658437e-07,6.430041152263375e-07,0.9795547196502058,0.5032392939814815,6.030378063253816,0.4844429492950439,0.3524750769138336,0.3407156765460968,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00589,train,1920,1080,1920,1080,1,3,float32,7.33,0.0001000165939331,255.0,0.3875710666179657,0.01054850500077,0.0001252889633178,0.0001288652420043,0.0001494884490966,0.0011529922485351,0.0091781616210937,0.06866455078125,0.55810546875,2.666015625,132.75,238.0,0.0,0.0,0.0,1.6075102880658437e-07,4.822530864197531e-07,0.9800393840020576,0.5132362397119341,6.025121713996832,0.4777626395225525,0.3481910526752472,0.3367587924003601,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00590,train,1920,1080,1920,1080,1,3,float32,7.34,0.0001000165939331,255.0,0.3813009858131408,0.0098568620160222,0.0001251697540283,0.0001287460327148,0.0001493692398071,0.0010805130004882,0.0084228515625,0.063720703125,0.54541015625,2.6328125,129.15012500004377,236.75,0.0,0.0,0.0,3.215020576131688e-07,1.1252572016460906e-06,0.9803047839506172,0.5256012088477366,6.0137210951729925,0.4701560139656067,0.3423684537410736,0.3313781917095184,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00591,train,1920,1080,1920,1080,1,3,float32,7.37,0.0001000165939331,255.0,0.3724501729011535,0.009249092079699,0.0001252889633178,0.0001287460327148,0.0001492500305175,0.001021385192871,0.00775146484375,0.0592041015625,0.53173828125,2.6015625,124.875,236.5,0.0,0.0,0.0,1.6075102880658437e-07,1.1252572016460906e-06,0.9807630851337448,0.5363528806584362,5.998562685477364,0.4584581553936004,0.3348440527915954,0.3240469992160797,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00592,train,1920,1080,1920,1080,1,3,float32,7.39,0.0001000165939331,255.0,0.3651923239231109,0.0086960084736347,0.0001245737075805,0.0001288652420043,0.0001492500305175,0.0009632110595703,0.0071182250976562,0.054962158203125,0.51611328125,2.61328125,122.25,236.625,0.0,0.0,0.0,1.6075102880658437e-07,3.215020576131688e-07,0.9808912037037038,0.5463779578189301,5.991822477620152,0.4487683773040771,0.3285843431949615,0.3182246685028076,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00593,train,1920,1080,1920,1080,1,3,float32,7.41,0.0001000165939331,255.0,0.357260525226593,0.0082130879163742,0.000124454498291,0.0001288652420043,0.000149130821228,0.0009245872497558,0.0066146850585937,0.051116943359375,0.497802734375,2.59375,117.8125,236.0,0.0,0.0,0.0,1.6075102880658437e-07,4.822530864197531e-07,0.9812213863168724,0.5548072595164609,5.976180773491211,0.4387926757335663,0.3216657340526581,0.3113232553005218,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00594,train,1920,1080,1920,1080,1,3,float32,7.45,0.0001000165939331,255.0,0.3513891696929931,0.007778001949191,0.0001245737075805,0.0001289844512939,0.0001492500305175,0.0008835792541503,0.00616455078125,0.047027587890625,0.4765625,2.607421875,114.45006250002189,236.125,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.9813958011831276,0.5615941679526749,5.963260550169133,0.4314875900745392,0.3163776099681854,0.3063013851642608,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00595,train,1920,1080,1920,1080,1,3,float32,7.48,0.0001000165939331,255.0,0.3413249552249908,0.0072968434542417,0.0001239776611328,0.0001288652420043,0.0001492500305175,0.000833511352539,0.0056419372558593,0.04302978515625,0.45166015625,2.509765625,110.625,235.875,0.0,0.0,0.0,3.215020576131688e-07,1.286008230452675e-06,0.9821211098251028,0.5697374935699588,5.950509844678669,0.4192520976066589,0.306840032339096,0.2978832721710205,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00596,test,1920,1080,1920,1080,1,3,float32,7.53,0.0001000165939331,255.0,0.3287476301193237,0.0068051270209252,0.0001235008239746,0.0001288652420043,0.0001493692398071,0.0007796287536621,0.0051116943359375,0.0394287109375,0.431396484375,2.4375,100.13756250002189,235.5,0.0,0.0,0.0,1.6075102880658437e-07,4.822530864197531e-07,0.9824488811728396,0.5776167052469136,5.909008200397284,0.4046921730041504,0.2951067090034485,0.2864444851875305,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00597,test,1920,1080,1920,1080,1,3,float32,7.56,0.0001000165939331,255.0,0.3262856304645538,0.0065343147143721,0.0001319646835327,0.0001387596130371,0.0001599788665771,0.000744342803955,0.004730224609375,0.036865234375,0.421142578125,2.353515625,98.13756250002189,238.0,0.0,0.0,0.0,3.215020576131688e-07,1.4467592592592592e-06,0.9827350180041152,0.5816891718106996,5.871460237471443,0.4049200713634491,0.2938537895679474,0.2800833582878113,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00598,train,1920,1080,1920,1080,1,3,float32,7.57,0.0001000165939331,255.0,0.3260397911071777,0.006367243360728,0.00013267993927,0.0001389980316162,0.0001600980758666,0.0007438659667968,0.0043869018554687,0.03497314453125,0.408935546875,2.361328125,98.5625,238.75,0.0,0.0,0.0,3.215020576131688e-07,1.286008230452675e-06,0.9830359439300412,0.584458912037037,5.870906446609837,0.404689759016037,0.2947090864181518,0.2787207067012787,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00599,train,1920,1080,1920,1080,1,3,float32,7.59,0.0001000165939331,255.0,0.3254175782203674,0.0061625922098755,0.0001324415206909,0.0001393556594848,0.000160813331604,0.0007190704345703,0.0040550231933593,0.03369140625,0.39453125,2.283203125,100.1875,240.875,0.0,0.0,0.0,1.6075102880658437e-07,5.626286008230453e-06,0.9835810506687244,0.5874799061213992,5.87878938102892,0.404684841632843,0.2941646575927734,0.277403324842453,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00600,test,1920,1080,1920,1080,1,3,float32,7.62,0.0001000165939331,255.0,0.3152424991130829,0.0059904172085225,0.0001332759857177,0.0001403093338012,0.0001623630523681,0.0007023811340332,0.0037441253662109,0.0328369140625,0.3828125,2.259765625,92.75,220.5,0.0,0.0,0.0,9.645061728395062e-07,1.141332304526749e-05,0.9839543145576132,0.590849408436214,5.842562015008246,0.40470090508461,0.2941557466983795,0.246871143579483,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00601,train,1920,1080,1920,1080,1,3,float32,7.65,0.0001000165939331,255.0,0.3030000329017639,0.0058344635181128,0.0001335144042968,0.0001412630081176,0.0001636743545532,0.0006828308105468,0.0034713745117187,0.031982421875,0.373046875,2.2578125,84.13756250002189,190.25,0.0,0.0,0.0,3.215020576131688e-07,4.983281893004115e-06,0.9841345164609052,0.5941152263374485,5.79955825269299,0.4047114849090576,0.2944910824298858,0.209797590970993,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00602,train,1920,1080,1920,1080,1,3,float32,6.99,0.0001000165939331,255.0,0.8553848266601562,0.0190154202282428,0.0001000165939331,0.0001000165939331,0.002471923828125,0.0070419311523437,0.0149307250976562,0.03314208984375,2.216796875,24.296875,67.75,106.25,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.9356770833333332,0.3465665187757201,5.830837238989311,0.8788575530052185,0.6842307448387146,1.003065586090088,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00603,train,1920,1080,1920,1080,1,3,float32,6.99,0.0001000165939331,255.0,0.8562467098236084,0.019102482125163,0.0001000165939331,0.0001000165939331,0.0024852752685546,0.0070648193359375,0.0150146484375,0.03338623046875,2.18359375,24.40625,68.375,107.375,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.935807934670782,0.3445150141460905,5.834825278784354,0.8797865509986877,0.6846368908882141,1.0043147802352903,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00604,train,1920,1080,1920,1080,1,3,float32,7.0,0.0001000165939331,255.0,0.8779686093330383,0.019577270373702,0.0001000165939331,0.0001000165939331,0.0025482177734375,0.007232666015625,0.01544189453125,0.034423828125,2.2109375,25.125,70.5,110.3125,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.9356240354938272,0.3360728523662551,5.848117056434266,0.9013317227363586,0.7019134163856506,1.0306613445281982,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00605,train,1920,1080,1920,1080,1,3,float32,6.99,0.0001000165939331,255.0,0.8659406304359436,0.0193490348756313,0.0001000165939331,0.0001000165939331,0.0025138854980468,0.00714111328125,0.0152435302734375,0.034088134765625,2.14453125,24.875,69.875,109.125,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.9360381301440328,0.3397360468106996,5.844249760337347,0.8882861733436584,0.6924477815628052,1.0170904397964478,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00606,train,1920,1080,1920,1080,1,3,float32,6.96,0.0001000165939331,255.0,0.8874738216400146,0.019781544804573,0.0001000165939331,0.0001000165939331,0.0025825500488281,0.007293701171875,0.015625,0.035003662109375,2.16015625,25.625,71.8125,111.25,0.0,0.0,0.0,3.215020576131688e-07,3.215020576131688e-07,0.9359095293209876,0.3328218235596707,5.856127985475228,0.909253478050232,0.7101299166679382,1.0430372953414917,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00607,train,1920,1080,1920,1080,1,3,float32,6.97,0.0001000165939331,255.0,0.8878853917121887,0.0197770595550537,0.0001000165939331,0.0001000165939331,0.0025825500488281,0.0072822570800781,0.015594482421875,0.0350341796875,2.123046875,25.671875,72.0,110.875,0.0,0.0,0.0,1.6075102880658437e-07,3.215020576131688e-07,0.9360083912037036,0.3336472800925926,5.857260435874136,0.9097394347190856,0.7107285261154175,1.043188214302063,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00608,train,1920,1080,1920,1080,1,3,float32,6.98,0.0001000165939331,255.0,0.8918930292129517,0.019832357764244,0.0001000165939331,0.0001000165939331,0.0026016235351562,0.0073127746582031,0.015655517578125,0.035125732421875,2.11328125,25.796875,72.3125,111.0,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.9360474537037036,0.3323091885288066,5.859141315738692,0.9137588739395142,0.7144620418548584,1.0474599599838257,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00609,train,1920,1080,1920,1080,1,3,float32,6.98,0.0001000165939331,255.0,0.896701455116272,0.0199667140841484,0.0001000165939331,0.0001000165939331,0.0026206970214843,0.0073471069335937,0.0157470703125,0.03546142578125,2.10546875,25.9375,72.8125,111.75,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.9360448816872428,0.3305748456790123,5.862133882148981,0.9188326001167296,0.7184223532676697,1.0528512001037598,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00610,train,1920,1080,1920,1080,1,3,float32,6.96,0.0001000165939331,255.0,0.8845741152763367,0.0197196286171674,0.0001000165939331,0.0001000165939331,0.0025920867919921,0.0072593688964843,0.0155487060546875,0.0350341796875,2.05078125,25.53125,72.0,110.625,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.9363925861625514,0.3341714891975308,5.857260435874136,0.9057761430740356,0.7090530395507812,1.038892388343811,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00611,test,1920,1080,1920,1080,1,3,float32,6.97,0.0001000165939331,255.0,0.8868091702461243,0.0198093019425869,0.0001000165939331,0.0001000165939331,0.0025978088378906,0.0072860717773437,0.015625,0.0352783203125,2.04296875,25.46875,72.375,110.75,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.9364052854938272,0.3330033114711934,5.85951651617836,0.9077544808387756,0.7108383178710938,1.0418334007263184,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00612,train,1920,1080,1920,1080,1,3,float32,6.97,0.0001000165939331,255.0,0.8914788961410522,0.0198990125209093,0.0001000165939331,0.0001000165939331,0.0026092529296875,0.0073204040527343,0.0157012939453125,0.035491943359375,2.044921875,25.59375,72.9375,111.9375,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.9365157214506172,0.3315994727366255,5.862878812832313,0.9117608666419984,0.714758038520813,1.047917127609253,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00613,test,1920,1080,1920,1080,1,3,float32,6.97,0.0001000165939331,255.0,0.9053654670715332,0.0202038679271936,0.0001000165939331,0.0001000165939331,0.0026454925537109,0.0074310302734375,0.01593017578125,0.036041259765625,2.06640625,26.0,74.25,113.4375,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.9362352109053498,0.3272172389403292,5.870624397432117,0.9254958033561708,0.7260274291038513,1.064571499824524,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00614,train,1920,1080,1920,1080,1,3,float32,6.98,0.0001000165939331,255.0,0.8697344660758972,0.0194086842238903,0.0001000165939331,0.0001000165939331,0.0025463104248046,0.00714111328125,0.0152969360351562,0.03460693359375,1.9736328125,24.984375,71.1875,109.3125,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.937078671553498,0.3395527906378601,5.852331680866043,0.8882910013198853,0.6975865960121155,1.023327350616455,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00615,train,1920,1080,1920,1080,1,3,float32,6.98,0.0001000165939331,255.0,0.9064491987228394,0.0202009435743093,0.0001000165939331,0.0001000165939331,0.0026512145996093,0.0074272155761718,0.0159454345703125,0.036041259765625,2.056640625,26.0625,74.0625,113.75,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.9363816550925926,0.3271445794753086,5.869526307133065,0.9260307550430298,0.7270419597625732,1.0662726163864136,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00616,train,1920,1080,1920,1080,1,3,float32,6.97,0.0001000165939331,255.0,0.8942103385925293,0.0199356898665428,0.0001000165939331,0.0001000165939331,0.0026226043701171,0.0073356628417968,0.0157318115234375,0.035552978515625,2.025390625,25.78125,72.875,111.93250624998473,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.9367857831790124,0.3306053883744856,5.862506507209938,0.9137630462646484,0.71750807762146,1.0513612031936646,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00617,train,1920,1080,1920,1080,1,3,float32,6.98,0.0001000165939331,255.0,0.8910648822784424,0.0198661386966705,0.0001000165939331,0.0001000165939331,0.0026149749755859,0.0073089599609375,0.01568603515625,0.035430908203125,2.015625,25.703125,72.6875,111.5625,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.9368780542695472,0.3315424061213992,5.861387671515391,0.9112538695335388,0.7149618268013,1.04697847366333,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00618,test,1920,1080,1920,1080,1,3,float32,6.97,0.0001000165939331,255.0,0.8920942544937134,0.0198975354433059,0.0001000165939331,0.0001000165939331,0.0026187896728515,0.0073204040527343,0.015716552734375,0.035491943359375,2.013671875,25.75,72.625,111.0625,0.0,0.0,0.0,1.6075102880658437e-07,3.215020576131688e-07,0.9368606931584362,0.3315120241769547,5.861014084841254,0.9127480983734132,0.7158243060112,1.0477101802825928,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00619,train,1920,1080,1920,1080,1,3,float32,6.98,0.0001000165939331,255.0,0.880820095539093,0.0196056365966796,0.0001000165939331,0.0001000165939331,0.0025806427001953,0.0072174072265625,0.0154495239257812,0.03497314453125,1.9921875,25.4375,71.625,109.5,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.9370830118312756,0.3361453510802469,5.854992574418314,0.9008368849754332,0.7064281702041626,1.0351957082748413,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00620,train,1920,1080,1920,1080,1,3,float32,6.96,0.0001000165939331,255.0,0.911820650100708,0.0202605184167623,0.0001000165939331,0.0001000165939331,0.002664566040039,0.0074539184570312,0.015960693359375,0.036102294921875,2.05859375,26.375,73.625,113.125,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.9364726401748972,0.3261766975308642,5.866953247238025,0.932274580001831,0.7312930226325989,1.0718952417373655,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00621,train,1920,1080,1920,1080,1,3,float32,6.98,0.0001000165939331,255.0,0.8706730008125305,0.01934171654284,0.0001000165939331,0.0001000165939331,0.0025463104248046,0.0071182250976562,0.0152130126953125,0.034332275390625,1.9775390625,25.171875,70.1875,108.0625,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.9372251157407409,0.3405854552469136,5.8461877130484,0.8897159099578857,0.6980800032615662,1.02422297000885,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00622,test,1920,1080,1920,1080,1,3,float32,6.97,0.0001000165939331,255.0,0.8775027990341187,0.0195288807153701,0.0001000165939331,0.0001000165939331,0.0025634765625,0.0071830749511718,0.015350341796875,0.034698486328125,2.015625,25.328125,70.5625,109.0625,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.9369828639403291,0.337934670781893,5.84850189871191,0.8969418406486511,0.7032216191291809,1.0323424339294434,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00623,train,1920,1080,1920,1080,1,3,float32,6.96,0.0001000165939331,255.0,0.8911604881286621,0.0198710598051548,0.0001000165939331,0.0001000165939331,0.0025978088378906,0.00732421875,0.015625,0.03533935546875,2.064453125,25.609375,71.6875,111.30750624998473,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.936599151234568,0.3317851401748971,5.85537137468821,0.9112480282783508,0.7140586376190186,1.0481727123260498,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00624,test,1920,1080,1920,1080,1,3,float32,6.98,0.0001000165939331,255.0,0.8447163701057434,0.0190402064472436,0.0001000165939331,0.0001000165939331,0.002471923828125,0.0070114135742187,0.0149765014648437,0.03387451171875,1.9873046875,24.125,68.125,106.375,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.937486818415638,0.3447956854423868,5.833234454727566,0.865088701248169,0.6766063570976257,0.9924523234367372,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00625,train,1920,1080,1920,1080,1,3,float32,6.99,0.0001000165939331,255.0,0.8518733978271484,0.0192278679460287,0.0001000165939331,0.0001000165939331,0.0024871826171875,0.0070877075195312,0.0151290893554687,0.03424072265625,2.041015625,24.296875,68.3125,107.6875,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.9373858667695472,0.3414343814300412,5.834428118736645,0.8737592697143555,0.6820105910301208,0.9998469948768616,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00626,train,1920,1080,1920,1080,1,3,float32,6.99,0.0001000165939331,255.0,0.8651260137557983,0.0195664260536432,0.0001000165939331,0.0001000165939331,0.0025177001953125,0.0072250366210937,0.0153961181640625,0.034881591796875,2.107421875,24.65625,68.9375,109.5,0.0,0.0,0.0,3.215020576131688e-07,3.215020576131688e-07,0.9369900977366256,0.3359535751028806,5.838383469227133,0.8897147178649902,0.6913027167320251,1.014362096786499,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00627,test,1920,1080,1920,1080,1,3,float32,7.0,0.0001000165939331,255.0,0.8440263867378235,0.0191682875156402,0.0001000165939331,0.0001000165939331,0.0024662017822265,0.0070877075195312,0.0150833129882812,0.034088134765625,2.095703125,24.0,67.4375,108.1875,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.937395994084362,0.3427340534979424,5.828829401469853,0.8696365356445312,0.6735396981239319,0.9889034628868104,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00628,train,1920,1080,1920,1080,1,3,float32,6.99,0.0001000165939331,255.0,0.856887698173523,0.0195707026869058,0.0001000165939331,0.0001000165939331,0.0024967193603515,0.0072402954101562,0.0153884887695312,0.03485107421875,2.177734375,24.171875,68.8125,111.125,0.0,0.0,0.0,1.6075102880658437e-07,3.215020576131688e-07,0.9369666280864196,0.3364837319958847,5.837595275758694,0.8835427761077881,0.6830170750617981,1.004103660583496,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00629,test,1920,1080,1920,1080,1,3,float32,7.0,0.0001000165939331,255.0,0.8421220183372498,0.01932436786592,0.0001000165939331,0.0001000165939331,0.0024642944335937,0.0071487426757812,0.0151824951171875,0.0345458984375,2.1953125,23.5625,67.5625,109.375,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.9370473251028808,0.3414224858539094,5.829633650740253,0.8678131103515625,0.6714161038398743,0.9871376156806946,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00630,test,1920,1080,1920,1080,1,3,float32,7.0,0.0001000165939331,255.0,0.8168426752090454,0.0188281964510679,0.0001000165939331,0.0001000165939331,0.0023937225341796,0.0069465637207031,0.014739990234375,0.03363037109375,2.1796875,22.671875,65.5,106.125,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.9372599987139918,0.350919174382716,5.81616923943465,0.8409458994865417,0.6518824100494385,0.9576976299285888,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00631,train,1920,1080,1920,1080,1,3,float32,6.99,0.0001000165939331,255.0,0.8704001903533936,0.0200318545103073,0.0001000165939331,0.0001000165939331,0.0025405883789062,0.00738525390625,0.01568603515625,0.03570556640625,2.396484375,24.015625,69.5,112.8125,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.935844425154321,0.331071244855967,5.841912744032981,0.8954879641532898,0.6957542896270752,1.0199581384658811,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00632,train,1920,1080,1920,1080,1,3,float32,7.0,0.0001000165939331,255.0,0.8400673270225525,0.0194519311189651,0.0001000165939331,0.0001000165939331,0.0024623870849609,0.0071640014648437,0.0151748657226562,0.0345458984375,2.361328125,23.078125,67.125,108.625,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.9359246399176956,0.3417422196502057,5.826812238150479,0.8642041087150574,0.6724234819412231,0.983572006225586,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
hdr_00633,test,1920,1080,1920,1080,1,3,float32,6.99,0.0001000165939331,255.0,0.8465351462364197,0.019674863666296,0.0001000165939331,0.0001000165939331,0.0024929046630859,0.0072364807128906,0.01531982421875,0.034942626953125,2.40625,23.046875,67.3125,109.125,0.0,0.0,0.0,1.6075102880658437e-07,1.6075102880658437e-07,0.935530156893004,0.3387078832304527,5.8280236600849245,0.8705470561981201,0.6787175536155701,0.9903414845466614,0.0001000165939331,A: max=255,1920x1080,,,,S1: no metadata
